TimeStep,FieldID(0),Value(0)
1,1,2,2,2,4,,5,0,6,0.5
2,1,2,2,2,4,,5,0,6,0.5
3,1,2,2,2,4,,5,0,6,0.5
4,1,2,2,2,4,,5,0,6,0.5
5,1,2,2,2,4,,5,0,6,0.5
6,1,2,2,2,4,,5,0,6,0.5
7,1,2,2,2,4,,5,0,6,0.5
8,1,2,2,2,4,,5,0,6,0.5
9,1,2,2,2,4,,5,0,6,0.5
10,1,2,2,2,4,,5,0,6,0.5
11,1,2,2,2,4,,5,0,6,0.5
12,1,2,2,2,4,,5,0,6,0.5
13,1,2,2,2,4,,5,0,6,0.5
14,1,2,2,2,4,,5,0,6,0.5
15,1,2,2,2,4,,5,0,6,0.5
16,1,2,2,2,4,,5,0,6,0.5
17,1,2,2,2,4,,5,0,6,0.5
18,1,2,2,2,4,,5,0,6,0.5
19,1,2,2,2,4,,5,0,6,0.5
20,1,2,2,2,4,,5,0,6,0.5
21,1,2,2,2,4,,5,0,6,0.5
22,1,2,2,2,4,,5,0,6,0.5
23,1,2,2,2,4,,5,0,6,0.5
24,1,2,2,2,4,,5,0,6,0.5
25,1,2,2,2,4,,5,0,6,0.5
26,1,2,2,2,4,,5,0,6,0.5
27,1,2,2,2,4,,5,0,6,0.5
28,1,2,2,2,4,,5,0,6,0.5
29,1,2,2,2,4,,5,0,6,0.5
30,1,2,2,2,4,,5,0,6,0.5
31,1,2,2,2,4,,5,0,6,0.5
32,1,2,2,2,4,,5,0,6,0.5
33,1,2,2,2,4,,5,0,6,0.5
34,1,2,2,2,4,,5,0,6,0.5
35,1,2,2,2,4,,5,0,6,0.5
36,1,2,2,2,4,,5,0,6,0.5
37,1,2,2,2,4,,5,0,6,0.5
38,1,2,2,2,4,,5,0,6,0.5
39,1,2,2,2,4,,5,0,6,0.5
40,1,2,2,2,4,,5,0,6,0.5
41,1,2,2,2,4,,5,0,6,0.5
42,1,2,2,2,4,,5,0,6,0.5
43,1,2,2,2,4,,5,0,6,0.5
44,1,2,2,2,4,,5,0,6,0.5
45,1,2,2,2,4,,5,0,6,0.5
46,1,2,2,2,4,,5,0,6,0.5
47,1,2,2,2,4,,5,0,6,0.5
48,1,2,2,2,4,,5,0,6,0.5
49,1,2,2,2,4,,5,0,6,0.5
50,1,2,2,2,4,,5,0,6,0.5
51,1,2,2,2,4,,5,0,6,0.5
52,1,2,2,2,4,,5,0,6,0.5
53,1,2,2,2,4,,5,0,6,0.5
54,1,2,2,2,4,,5,0,6,0.5
55,1,2,2,2,4,,5,0,6,0.5
56,1,2,2,2,4,,5,0,6,0.5
57,1,2,2,2,4,,5,0,6,0.5
58,1,2,2,2,4,,5,0,6,0.5
59,1,2,2,2,4,,5,0,6,0.5
60,1,2,2,2,4,,5,0,6,0.5
61,1,2,2,2,4,,5,0,6,0.5
62,1,2,2,2,4,,5,0,6,0.5
63,1,2,2,2,4,,5,0,6,0.5
64,1,2,2,2,4,,5,0,6,0.5
65,1,2,2,2,4,,5,0,6,0.5
66,1,2,2,2,4,,5,0,6,0.5
67,1,2,2,2,4,,5,0,6,0.5
68,1,2,2,2,4,,5,0,6,0.5
69,1,2,2,2,4,,5,0,6,0.5
70,1,2,2,2,4,,5,0,6,0.5
71,1,2,2,2,4,,5,0,6,0.5
72,1,2,2,2,4,,5,0,6,0.5
73,1,2,2,2,4,,5,0,6,0.5
74,1,2,2,2,4,,5,0,6,0.5
75,1,2,2,2,4,,5,0,6,0.5
76,1,2,2,2,4,,5,0,6,0.5
77,1,2,2,2,4,,5,0,6,0.5
78,1,2,2,2,4,,5,0,6,0.5
79,1,2,2,2,4,,5,0,6,0.5
80,1,2,2,2,4,,5,0,6,0.5
81,1,2,2,2,4,,5,0,6,0.5
82,1,2,2,2,4,,5,0,6,0.5
83,1,2,2,2,4,,5,0,6,0.5
84,1,2,2,2,4,,5,0,6,0.5
85,1,2,2,2,4,,5,0,6,0.5
86,1,2,2,2,4,,5,0,6,0.5
87,1,2,2,2,4,,5,0,6,0.5
88,1,2,2,2,4,,5,0,6,0.5
89,1,2,2,2,4,,5,0,6,0.5
90,1,2,2,2,4,,5,0,6,0.5
91,1,2,2,2,4,,5,0,6,0.5
92,1,2,2,2,4,,5,0,6,0.5
93,1,2,2,2,4,,5,0,6,0.5
94,1,2,2,2,4,,5,0,6,0.5
95,1,2,2,2,4,,5,0,6,0.5
96,1,2,2,2,4,,5,0,6,0.5
97,1,2,2,2,4,,5,0,6,0.5
98,1,2,2,2,4,,5,0,6,0.5
99,1,2,2,2,4,,5,0,6,0.5
100,1,2,2,2,4,,5,0,6,0.5
1,1,0.3,2,0.3,4,,5,0,6,0.025
2,1,0.3,2,0.3,4,,5,0,6,0.025
3,1,0.3,2,0.3,4,,5,0,6,0.025
4,1,0.3,2,0.3,4,,5,0,6,0.025
5,1,0.3,2,0.3,4,,5,0,6,0.025
6,1,0.3,2,0.3,4,,5,0,6,0.025
7,1,0.3,2,0.3,4,,5,0,6,0.025
8,1,0.3,2,0.3,4,,5,0,6,0.025
9,1,0.3,2,0.3,4,,5,0,6,0.025
10,1,0.3,2,0.3,4,,5,0,6,0.025
11,1,0.3,2,0.3,4,,5,0,6,0.025
12,1,0.3,2,0.3,4,,5,0,6,0.025
13,1,0.393458,2,0.393458,4,,5,0,6,0.025
14,1,0.636451,2,0.636451,4,,5,0,6,0.025
15,1,0.976639,2,0.976639,4,,5,0,6,0.025
16,1,1.31683,2,1.31683,4,,5,0,6,0.025
17,1,1.58898,2,1.58898,4,,5,0,6,0.025
18,1,1.77404,2,1.77404,4,,5,0,6,0.025
19,1,1.88508,2,1.88508,4,,5,0,6,0.025
20,1,1.94536,2,1.94536,4,,5,0,6,0.025
21,1,1.9755,2,1.9755,4,,5,0,6,0.025
22,1,1.98956,2,1.98956,4,,5,0,6,0.025
23,1,1.99575,2,1.99575,4,,5,0,6,0.025
24,1,1.99834,2,1.99834,4,,5,0,6,0.025
25,1,1.99937,2,1.99937,4,,5,0,6,0.025
26,1,1.99977,2,1.99977,4,,5,0,6,0.025
27,1,1.99992,2,1.99992,4,,5,0,6,0.025
28,1,1.99997,2,1.99997,4,,5,0,6,0.025
29,1,1.99999,2,1.99999,4,,5,0,6,0.025
30,1,2,2,2,4,,5,0,6,0.025
31,1,2,2,2,4,,5,0,6,0.025
32,1,2,2,2,4,,5,0,6,0.025
33,1,2,2,2,4,,5,0,6,0.025
34,1,2,2,2,4,,5,0,6,0.025
35,1,2,2,2,4,,5,0,6,0.025
36,1,2,2,2,4,,5,0,6,0.025
37,1,2,2,2,4,,5,0,6,0.025
38,1,2,2,2,4,,5,0,6,0.025
39,1,2,2,2,4,,5,0,6,0.025
40,1,2,2,2,4,,5,0,6,0.025
41,1,2,2,2,4,,5,0,6,0.025
42,1,2,2,2,4,,5,0,6,0.025
43,1,2,2,2,4,,5,0,6,0.025
44,1,2,2,2,4,,5,0,6,0.025
45,1,2,2,2,4,,5,0,6,0.025
46,1,2,2,2,4,,5,0,6,0.025
47,1,2,2,2,4,,5,0,6,0.025
48,1,2,2,2,4,,5,0,6,0.025
49,1,2,2,2,4,,5,0,6,0.025
50,1,2,2,2,4,,5,0,6,0.025
51,1,2,2,2,4,,5,0,6,0.025
52,1,2,2,2,4,,5,0,6,0.025
53,1,2,2,2,4,,5,0,6,0.025
54,1,2,2,2,4,,5,0,6,0.025
55,1,2,2,2,4,,5,0,6,0.025
56,1,2,2,2,4,,5,0,6,0.025
57,1,2,2,2,4,,5,0,6,0.025
58,1,2,2,2,4,,5,0,6,0.025
59,1,2,2,2,4,,5,0,6,0.025
60,1,2,2,2,4,,5,0,6,0.025
61,1,2,2,2,4,,5,0,6,0.025
62,1,2,2,2,4,,5,0,6,0.025
63,1,2,2,2,4,,5,0,6,0.025
64,1,2,2,2,4,,5,0,6,0.025
65,1,2,2,2,4,,5,0,6,0.025
66,1,2,2,2,4,,5,0,6,0.025
67,1,2,2,2,4,,5,0,6,0.025
68,1,2,2,2,4,,5,0,6,0.025
69,1,2,2,2,4,,5,0,6,0.025
70,1,2,2,2,4,,5,0,6,0.025
71,1,2,2,2,4,,5,0,6,0.025
72,1,2,2,2,4,,5,0,6,0.025
73,1,2,2,2,4,,5,0,6,0.025
74,1,2,2,2,4,,5,0,6,0.025
75,1,2,2,2,4,,5,0,6,0.025
76,1,2,2,2,4,,5,0,6,0.025
77,1,2,2,2,4,,5,0,6,0.025
78,1,2,2,2,4,,5,0,6,0.025
79,1,2,2,2,4,,5,0,6,0.025
80,1,2,2,2,4,,5,0,6,0.025
81,1,2,2,2,4,,5,0,6,0.025
82,1,2,2,2,4,,5,0,6,0.025
83,1,2,2,2,4,,5,0,6,0.025
84,1,2,2,2,4,,5,0,6,0.025
85,1,2,2,2,4,,5,0,6,0.025
86,1,2,2,2,4,,5,0,6,0.025
87,1,2,2,2,4,,5,0,6,0.025
88,1,2,2,2,4,,5,0,6,0.025
89,1,2,2,2,4,,5,0,6,0.025
90,1,2,2,2,4,,5,0,6,0.025
91,1,2,2,2,4,,5,0,6,0.025
92,1,2,2,2,4,,5,0,6,0.025
93,1,2,2,2,4,,5,0,6,0.025
94,1,2,2,2,4,,5,0,6,0.025
95,1,2,2,2,4,,5,0,6,0.025
96,1,2,2,2,4,,5,0,6,0.025
97,1,2,2,2,4,,5,0,6,0.025
98,1,2,2,2,4,,5,0,6,0.025
99,1,2,2,2,4,,5,0,6,0.025
100,1,2,2,2,4,,5,0,6,0.025
101,1,2,2,2,4,,5,0,6,0.025
102,1,2,2,2,4,,5,0,6,0.025
103,1,2,2,2,4,,5,0,6,0.025
104,1,2,2,2,4,,5,0,6,0.025
105,1,2,2,2,4,,5,0,6,0.025
106,1,2,2,2,4,,5,0,6,0.025
107,1,2,2,2,4,,5,0,6,0.025
108,1,2,2,2,4,,5,0,6,0.025
109,1,2,2,2,4,,5,0,6,0.025
110,1,2,2,2,4,,5,0,6,0.025
111,1,2,2,2,4,,5,0,6,0.025
112,1,2,2,2,4,,5,0,6,0.025
113,1,2,2,2,4,,5,0,6,0.025
114,1,2,2,2,4,,5,0,6,0.025
115,1,2,2,2,4,,5,0,6,0.025
116,1,2,2,2,4,,5,0,6,0.025
117,1,2,2,2,4,,5,0,6,0.025
118,1,2,2,2,4,,5,0,6,0.025
119,1,2,2,2,4,,5,0,6,0.025
120,1,2,2,2,4,,5,0,6,0.025
121,1,2,2,2,4,,5,0,6,0.025
122,1,2,2,2,4,,5,0,6,0.025
123,1,2,2,2,4,,5,0,6,0.025
124,1,2,2,2,4,,5,0,6,0.025
125,1,2,2,2,4,,5,0,6,0.025
126,1,2,2,2,4,,5,0,6,0.025
127,1,2,2,2,4,,5,0,6,0.025
128,1,2,2,2,4,,5,0,6,0.025
129,1,2,2,2,4,,5,0,6,0.025
130,1,2,2,2,4,,5,0,6,0.025
131,1,2,2,2,4,,5,0,6,0.025
132,1,2,2,2,4,,5,0,6,0.025
133,1,2,2,2,4,,5,0,6,0.025
134,1,2,2,2,4,,5,0,6,0.025
135,1,2,2,2,4,,5,0,6,0.025
136,1,2,2,2,4,,5,0,6,0.025
137,1,2,2,2,4,,5,0,6,0.025
138,1,2,2,2,4,,5,0,6,0.025
139,1,2,2,2,4,,5,0,6,0.025
140,1,2,2,2,4,,5,0,6,0.025
141,1,2,2,2,4,,5,0,6,0.025
142,1,2,2,2,4,,5,0,6,0.025
143,1,2,2,2,4,,5,0,6,0.025
144,1,2,2,2,4,,5,0,6,0.025
145,1,2,2,2,4,,5,0,6,0.025
146,1,2,2,2,4,,5,0,6,0.025
147,1,2,2,2,4,,5,0,6,0.025
148,1,2,2,2,4,,5,0,6,0.025
149,1,2,2,2,4,,5,0,6,0.025
150,1,2,2,2,4,,5,0,6,0.025
151,1,2,2,2,4,,5,0,6,0.025
152,1,2,2,2,4,,5,0,6,0.025
153,1,2,2,2,4,,5,0,6,0.025
154,1,2,2,2,4,,5,0,6,0.025
155,1,2,2,2,4,,5,0,6,0.025
156,1,2,2,2,4,,5,0,6,0.025
157,1,2,2,2,4,,5,0,6,0.025
158,1,2,2,2,4,,5,0,6,0.025
159,1,2,2,2,4,,5,0,6,0.025
160,1,2,2,2,4,,5,0,6,0.025
161,1,2,2,2,4,,5,0,6,0.025
162,1,2,2,2,4,,5,0,6,0.025
163,1,2,2,2,4,,5,0,6,0.025
164,1,2,2,2,4,,5,0,6,0.025
165,1,2,2,2,4,,5,0,6,0.025
166,1,2,2,2,4,,5,0,6,0.025
167,1,2,2,2,4,,5,0,6,0.025
168,1,2,2,2,4,,5,0,6,0.025
169,1,2,2,2,4,,5,0,6,0.025
170,1,2,2,2,4,,5,0,6,0.025
171,1,2,2,2,4,,5,0,6,0.025
172,1,2,2,2,4,,5,0,6,0.025
173,1,2,2,2,4,,5,0,6,0.025
174,1,2,2,2,4,,5,0,6,0.025
175,1,2,2,2,4,,5,0,6,0.025
176,1,2,2,2,4,,5,0,6,0.025
177,1,2,2,2,4,,5,0,6,0.025
178,1,2,2,2,4,,5,0,6,0.025
179,1,2,2,2,4,,5,0,6,0.025
180,1,2,2,2,4,,5,0,6,0.025
181,1,2,2,2,4,,5,0,6,0.025
182,1,2,2,2,4,,5,0,6,0.025
183,1,2,2,2,4,,5,0,6,0.025
184,1,2,2,2,4,,5,0,6,0.025
185,1,2,2,2,4,,5,0,6,0.025
186,1,2,2,2,4,,5,0,6,0.025
187,1,2,2,2,4,,5,0,6,0.025
188,1,2,2,2,4,,5,0,6,0.025
189,1,2,2,2,4,,5,0,6,0.025
190,1,2,2,2,4,,5,0,6,0.025
191,1,2,2,2,4,,5,0,6,0.025
192,1,2,2,2,4,,5,0,6,0.025
193,1,2,2,2,4,,5,0,6,0.025
194,1,2,2,2,4,,5,0,6,0.025
195,1,2,2,2,4,,5,0,6,0.025
196,1,2,2,2,4,,5,0,6,0.025
197,1,2,2,2,4,,5,0,6,0.025
198,1,2,2,2,4,,5,0,6,0.025
199,1,2,2,2,4,,5,0,6,0.025
200,1,2,2,2,4,,5,0,6,0.025
201,1,2,2,2,4,,5,0,6,0.025
202,1,2,2,2,4,,5,0,6,0.025
203,1,2,2,2,4,,5,0,6,0.025
204,1,2,2,2,4,,5,0,6,0.025
205,1,2,2,2,4,,5,0,6,0.025
206,1,2,2,2,4,,5,0,6,0.025
207,1,2,2,2,4,,5,0,6,0.025
208,1,2,2,2,4,,5,0,6,0.025
209,1,2,2,2,4,,5,0,6,0.025
210,1,2,2,2,4,,5,0,6,0.025
211,1,2,2,2,4,,5,0,6,0.025
212,1,2,2,2,4,,5,0,6,0.025
213,1,2,2,2,4,,5,0,6,0.025
214,1,2,2,2,4,,5,0,6,0.025
215,1,2,2,2,4,,5,0,6,0.025
216,1,2,2,2,4,,5,0,6,0.025
217,1,2,2,2,4,,5,0,6,0.025
218,1,2,2,2,4,,5,0,6,0.025
219,1,2,2,2,4,,5,0,6,0.025
220,1,2,2,2,4,,5,0,6,0.025
221,1,2,2,2,4,,5,0,6,0.025
222,1,2,2,2,4,,5,0,6,0.025
223,1,2,2,2,4,,5,0,6,0.025
224,1,2,2,2,4,,5,0,6,0.025
225,1,2,2,2,4,,5,0,6,0.025
226,1,2,2,2,4,,5,0,6,0.025
227,1,2,2,2,4,,5,0,6,0.025
228,1,2,2,2,4,,5,0,6,0.025
229,1,2,2,2,4,,5,0,6,0.025
230,1,2,2,2,4,,5,0,6,0.025
231,1,2,2,2,4,,5,0,6,0.025
232,1,2,2,2,4,,5,0,6,0.025
233,1,2,2,2,4,,5,0,6,0.025
234,1,2,2,2,4,,5,0,6,0.025
235,1,2,2,2,4,,5,0,6,0.025
236,1,2,2,2,4,,5,0,6,0.025
237,1,2,2,2,4,,5,0,6,0.025
238,1,2,2,2,4,,5,0,6,0.025
239,1,2,2,2,4,,5,0,6,0.025
240,1,2,2,2,4,,5,0,6,0.025
241,1,2,2,2,4,,5,0,6,0.025
242,1,2,2,2,4,,5,0,6,0.025
243,1,2,2,2,4,,5,0,6,0.025
244,1,2,2,2,4,,5,0,6,0.025
245,1,2,2,2,4,,5,0,6,0.025
246,1,2,2,2,4,,5,0,6,0.025
247,1,2,2,2,4,,5,0,6,0.025
248,1,2,2,2,4,,5,0,6,0.025
249,1,2,2,2,4,,5,0,6,0.025
250,1,2,2,2,4,,5,0,6,0.025
